Associate ID,Email triggered date
158394,2021-12-20
158460,2021-04-21
158472,2021-02-01
158477,2022-04-25
158489,2021-05-21
158491,2022-01-13
158493,2021-07-19
158516,2021-07-26
158597,2021-10-22
158609,2022-04-25
158612,2021-11-24
158617,2021-11-10
158635,2022-02-22
158637,2021-03-17
158687,2021-12-16
158696,2021-11-25
158713,2021-11-15
158720,2021-05-12
158736,2022-01-11
158747,2022-03-23
158778,2021-12-14
158818,2021-07-20
158820,2021-10-19
158970,2021-08-04
158971,2021-07-28
158998,2021-08-03
159028,2021-04-22
159075,2022-02-07
159189,2022-01-05
159208,2021-06-02
159211,2022-02-14
159233,2021-05-20
159257,2022-03-29
159265,2021-11-22
159272,2022-01-24
159297,2021-04-08
159385,2021-03-18
159398,2021-10-01
159492,2021-08-17
159504,2021-08-04
159522,2022-01-06
159660,2021-04-15
159763,2022-04-25
159841,2021-08-09
159877,2021-06-02
159939,2022-01-31
159980,2021-01-18
160041,2022-04-25
160073,2021-03-15
160121,2022-02-08
160136,2021-04-20
160142,2021-11-26
160147,2021-03-12
160153,2022-03-29
160163,2021-03-31
160216,2022-03-22
160228,2021-10-08
160300,2021-03-10
160472,2021-08-05
160530,2021-10-19
160564,2022-01-06
160629,2021-04-07
160671,2021-07-16
160687,2021-03-25
160797,2021-07-07
160882,2021-03-31
160884,2021-09-30
161010,2021-03-09
161046,2021-05-04
161088,2022-03-29
161145,2021-09-06
161155,2021-12-01
161232,2021-07-20
161254,2022-04-12
161269,2021-11-18
161293,2021-08-18
161344,2021-07-20
161406,2021-08-04
161410,2022-03-23
161428,2021-08-11
161503,2021-04-01
161504,2021-10-21
161514,2021-08-13
161526,2022-04-08
161561,2021-03-29
161600,2021-07-14
161608,2021-08-31
161619,2021-07-29
161718,2021-03-26
161761,2021-09-27
161799,2021-02-04
161808,2021-07-05
161813,2022-02-21
161823,2022-04-06
161900,2021-10-19
161954,2021-12-23
161962,2022-03-16
161986,2021-10-01
162015,2021-07-26
162121,2022-01-24
162185,2022-01-06
162328,2022-03-24
162332,2021-02-24
162337,2021-10-14
